,STOPPOINTID,LAT,LNG,LOCATION
1187,1399,53.32514279999999,-6.305432699999999,Drimnagh
1188,1401,53.3253968,-6.298652,Drimnagh
1189,1402,53.32598789999999,-6.295986200000001,Drimnagh
1190,1403,53.32715409999999,-6.2895441,Drimnagh
1191,1404,53.32820049999999,-6.286679699999999,Drimnagh
1192,1405,53.3298217,-6.2844077,Drimnagh
1193,2003,53.344011,-6.2683701,Temple Bar
1194,2323,53.3081076,-6.320483699999999,Dublin
1195,2324,53.30978690000001,-6.321018,Roebuck
1196,2325,53.3121175,-6.3212117,Roebuck
1197,2326,53.3137,-6.3199789,Commons
1198,2327,53.3168625,-6.316753699999999,Kimmage
1199,2328,53.3196976,-6.315567299999999,Crumlin
1200,2329,53.3208999,-6.3169393,Crumlin
1201,2330,53.3221834,-6.3193148,Crumlin
1202,2331,53.3245718,-6.317785999999999,Crumlin
1203,307,53.3345771,-6.280087499999999,Saint Catherine's
1204,308,53.3367712,-6.2795337,Saint Catherine's
1205,309,53.3378499,-6.278919600000001,Saint Catherine's
1206,4494,53.3469784,-6.257098799999998,Dublin
1207,4577,53.29544459999999,-6.323125799999999,Templeogue
1208,4578,53.2975629,-6.3261184,Templeogue
1209,4856,53.3319659,-6.283510799999999,Saint Catherine's
1210,4857,53.33412130000001,-6.282763600000001,Saint Catherine's
1211,4863,53.299303,-6.3194789,Templeogue
1212,4864,53.29745200000001,-6.3201517,Templeogue
1213,4865,53.2961663,-6.321402300000001,Templeogue
1214,5148,53.3249457,-6.3010569,Drimnagh
1215,5150,53.3155777,-6.3173687,Dublin
1216,3690,53.4569037,-6.221097399999999,Swords Demesne
1217,3732,53.5000885,-6.118419899999999,Burrow
1218,3733,53.49948879999999,-6.116686099999999,Co. Dublin
1219,3734,53.4971737,-6.1146991,Co. Dublin
1220,3735,53.4959727,-6.113781100000002,Co. Dublin
1221,3736,53.4933698,-6.1117328,Quay
1222,3738,53.4935223,-6.110007800000002,Quay
1223,3739,53.48765119999999,-6.112923999999999,Quay
1224,3740,53.4928736,-6.128756200000001,Portraine Demesne
1225,3741,53.49256429999999,-6.135416600000001,Rahillion
1226,3743,N/A,N/A,N/A
1227,3744,53.485737,-6.151343,Ballalease West
1228,3745,53.4802178,-6.1634714,Donabate
1229,3746,53.4928543,-6.1066055,Quay
1230,3780,53.4855588,-6.1492879,Ballalease West
1231,5165,53.4913737,-6.139328199999999,Ballalease North
1232,7169,53.4898338,-6.1417332,Ballalease North
1233,7170,53.49338419999999,-6.1234886,Co. Dublin
1234,7204,53.4928543,-6.1066055,Quay
1235,3008,53.37393909999999,-6.5863877,Greenfield
1236,317,53.3465305,-6.2592776,Temple Bar
1237,3365,53.35962989999999,-6.439160699999998,St. Edmondsbury
1238,3366,53.35817419999999,-6.441382099999999,Esker North
1239,3367,53.3564349,-6.448775599999999,Esker North
1240,346,53.3455312,-6.256666800000001,Dublin
1241,3892,53.35608980000001,-6.475199700000001,Cooldrinagh
1242,3893,53.3530962,-6.4807802,Cooldrinagh
1243,3895,53.3509114,-6.2499819,Dublin Docklands
1244,3896,53.34688779999999,-6.4946619,Backstown
1245,3897,53.34587330000001,-6.4997441,Backweston Park
1246,3898,40.587966,-111.983904,West Jordan
1247,3899,53.344031,-6.508369399999999,Coneyburrow
1248,3900,53.34337679999999,-6.511570399999999,Ballyoulster
1249,3901,53.34249140000001,-6.515979699999999,Ballyoulster
1250,3902,53.34183640000001,-6.5189581,Ballyoulster
1251,3904,53.33992800000001,-6.5282602,Donaghcumper
1252,3905,53.3378804,-6.5378962,Donaghcumper
1253,3906,53.3392735,-6.539103900000001,Donaghcumper
1254,3907,53.3406812,-6.5376202,Donaghcumper
1255,3908,53.3430098,-6.540619199999999,Celbridge
1256,3909,53.343698,-6.5506281,Aghards
1257,3910,53.3522627,-6.5468826,Thornhill
1258,3911,53.3505136,-6.544959299999999,Celbridge
1259,3912,53.3590649,-6.551710599999999,Crodaun
1260,3913,53.4060008,-6.280411000000001,Balcurris
1261,3914,53.3670129,-6.567057299999999,Barrogstown West
1262,3925,53.37260269999999,-6.584654199999999,Greenfield
1263,3947,53.35812019999999,-6.473237799999999,Lucan Demesne
1264,5118,53.3505136,-6.544959299999999,Celbridge
1265,6089,53.3765332,-6.587614199999999,Maynooth
1266,7075,53.36963300000001,-6.580189700000001,Ballygoran
1267,7186,53.35679529999999,-6.465257900000001,Lucan
1268,7187,53.35760209999999,-6.467728199999998,Lucan Demesne
1269,3954,53.3605333,-6.4787361,Lucan Demesne
1270,3955,53.3616766,-6.482901999999999,Lucan Demesne
1271,3956,53.3621338,-6.484929200000001,Lucan Demesne
1272,3957,53.36449100000001,-6.487355,St. Catherine's Park
1273,3958,53.3636014,-6.4908122,Leixlip
1274,3959,53.36559319999999,-6.4929061,Leixlip
1275,4002,53.36400159999999,-6.4968834,Leixlip
1276,4003,53.35444669999999,-6.508276100000001,Leixlip Demesne
1277,5112,53.362334,-6.5000674,Leixlip
1278,7234,53.3658732,-6.4956305,Leixlip
1279,2232,53.3597376,-6.430956800000001,Ballydowd
1280,2233,53.3600295,-6.434632,St. Edmondsbury
1281,2234,53.3593365,-6.424391,Ballydowd
1282,2235,53.4259617,-6.2371676,Dublin Express
1283,2236,53.358867,-6.410842100000001,Yellow Walls
1284,2237,53.3584132,-6.4089955,Yellow Walls
1285,2238,53.3577276,-6.404932699999999,Fonthill
1286,2239,53.3561837,-6.391655000000001,Palmerstown Upper
1287,3112,53.3505085,-6.5446925,Celbridge
1288,3372,53.35656429999999,-6.448094699999999,Esker North
1289,3373,53.35805089999999,-6.4418896,Esker North
1290,3374,53.3596342,-6.4395141,St. Edmondsbury
1291,347,51.34193399999999,0.724976,Sittingbourne ME10 1BH
1292,3917,53.3795454,-6.5890253,Maynooth
1293,3918,53.3764462,-6.587413999999999,Maynooth
1294,3919,53.3666482,-6.5658824,Barrogstown West
1295,3920,53.361992,-6.556273,Barrogstown
1296,3921,53.3590649,-6.551710599999999,Crodaun
1297,3922,53.35427000000001,-6.547129699999998,Crodaun
1298,3923,53.3522627,-6.5468826,Thornhill
1299,3924,53.3460712,-6.5418063,Celbridge
1300,3926,53.3741301,-6.586460199999999,Greenfield
1301,3927,53.34273029999999,-6.539817799999998,Celbridge
1302,3928,53.3406812,-6.5376202,Donaghcumper
1303,3929,53.3389827,-6.539104900000001,Donaghcumper
1304,3935,53.33974679999999,-6.529603000000001,Donaghcumper
1305,3936,53.3419836,-6.518788400000001,Ballyoulster
1306,3938,53.3433431,-6.512298200000001,Ballyoulster
1307,3939,53.3446151,-6.5062013,Coneyburrow
1308,3940,53.3455372,-6.501640099999999,Coneyburrow
1309,3941,53.34587330000001,-6.4997441,Backweston Park
1310,3943,53.3470719,-6.4942949,Backstown
1311,3944,53.5216197,-6.146243399999999,Effelstown
1312,3945,53.353703,-6.479865999999999,Cooldrinagh
1313,3946,53.35612589999999,-6.4753505,Cooldrinagh
1314,3949,53.3555169,-6.460211099999999,Lucan
1315,3950,53.3556004,-6.4550687,Lucan
1316,4001,53.35918959999999,-6.473239699999999,Lucan Demesne
1317,5056,53.3575215,-6.4027939,Fonthill
1318,7074,53.369728,-6.57986,Ballygoran
1319,7108,53.33802249999999,-6.537756199999999,Donaghcumper
1320,7110,53.34249140000001,-6.515979699999999,Ballyoulster
1321,7385,53.33439809999999,-6.265063199999998,38 Camden Street Lower
1322,1016,53.33113890000001,-6.2643868,Saint Kevin's
1323,1017,53.32937639999999,-6.264276199999999,Rathmines
1324,1018,54.240387,-7.172738000000001,Rosslea
1325,1019,53.32652,-6.265009900000001,Rathmines
1326,1020,53.3251384,-6.2651094,Rathmines
1327,1076,53.3231306,-6.2654911,Rathmines
1328,1077,53.3215635,-6.2665556,Rathmines
1329,1078,41.17695,-112.004427,Riverdale
1330,1079,53.3166603,-6.2707465,Rathfarnham
1331,1080,53.3166603,-6.2707465,Rathfarnham
1332,1081,53.31264900000001,-6.273495,Rathfarnham
1333,1082,53.3116583,-6.275790499999998,Rathfarnham
1334,1083,53.3111489,-6.278258999999998,Rathfarnham
1335,1085,53.31010999999999,-6.2823531,Rathfarnham
1336,1086,53.3096696,-6.285606100000001,Terenure
1337,1087,53.3103351,-6.2893913,Terenure
1338,1088,53.3109736,-6.293177600000001,Terenure
1339,1089,53.31165559999999,-6.2975027,Terenure
1340,1090,53.31220009999999,-6.3006166,Kimmage
1341,1091,53.3124406,-6.305290599999999,Kimmage
1342,1092,53.3107438,-6.309229699999999,Dublin
1343,1093,53.3099786,-6.3116761,Dublin
1344,1094,53.3090596,-6.314698700000001,Dublin
1345,1095,53.30691419999999,-6.319990300000001,Dublin
1346,1096,53.30604429999999,-6.321404999999999,Whitehall
1347,1101,53.30472289999999,-6.3226722,Whitehall
1348,1102,53.3043893,-6.3264366,Whitehall
1349,1103,53.3045289,-6.3293421,Limekilnfarm
1350,1104,53.30501899999999,-6.333539499999998,Limekilnfarm
1351,1283,53.341783,-6.264789599999999,40 South Great George's Street
1352,7579,N/A,N/A,N/A
1353,7581,53.3441443,-6.2634382,Dublin
1354,10,53.3533921,-6.265389099999999,Rotunda
1355,1074,53.33380919999999,-6.263981199999999,Saint Kevin's
1356,12,53.35710750000001,-6.2643819,Dublin
1357,1643,53.3847943,-6.250992299999999,Glasnevin
1358,206,53.3835461,-6.2474767,Whitehall
1359,207,53.3848216,-6.2498748,Whitehall
1360,208,53.38665390000001,-6.2479504,Whitehall
1361,209,53.3872711,-6.2459104,Whitehall
1362,210,53.38759409999999,-6.248317699999999,Whitehall
1363,2835,53.2704882,-6.2258814,Sandyford
1364,2836,53.2754244,-6.2296207,Sandyford
1365,2837,53.2773636,-6.230680200000001,Sandyford
1366,2838,53.27975689999999,-6.232050999999999,Sandyford
1367,2839,53.28286970000001,-6.234067200000002,Sandyford
1368,2840,53.28433399999999,-6.237051500000001,Sandyford
1369,2841,53.2871836,-6.240114,Dundrum
1370,2865,53.2948872,-6.1349027,Dún Laoghaire
1371,2866,53.2915716,-6.245723899999999,Dundrum
1372,2892,53.295336,-6.246240500000001,Churchtown Lower
1373,2893,53.297624,-6.246625000000001,Churchtown Lower
1374,2894,53.30090209999999,-6.2459741,Churchtown Lower
1375,2895,53.30299029999999,-6.2453064,Farranboley
1376,2896,53.3059934,-6.246047999999999,Farranboley
1377,2897,53.3081952,-6.246633099999999,Farranboley
1378,2898,53.3111658,-6.2481622,Rathmines
1379,2899,53.31637,-6.245112199999999,Ranelagh
1380,2900,53.3259365,-6.255738999999999,Ranelagh
1381,2901,53.32734310000001,-6.2585041,Ranelagh
1382,2902,53.3288875,-6.2590117,Ranelagh
1383,2903,53.3319676,-6.262519900000001,Saint Kevin's
1384,3310,53.2425438,-6.1989282,Glebe
1385,3481,53.24388070000001,-6.199366600000001,Glenamuck North
1386,3482,53.2461425,-6.200934900000001,Glenamuck North
1387,3483,53.2496123,-6.207518100000001,Jamestown
1388,3484,53.2527189,-6.213877699999999,Kilgobbin
1389,3488,N/A,N/A,N/A
1390,3489,53.2661565,-6.216639600000001,Murphystown
1391,3492,53.26909569999999,-6.2235102,Sandyford
1392,3562,N/A,N/A,N/A
1393,4096,N/A,N/A,N/A
1394,4114,53.1928886,-6.172738899999999,Kilgarran
1395,4115,53.1938255,-6.174046100000001,Kilgarran
1396,4116,53.1989907,-6.173841499999999,Monastery
1397,4117,53.2005726,-6.176768,Monastery
1398,4118,53.2037186,-6.1761854,Monastery
1399,4119,53.2103853,-6.175423099999999,Monastery
1400,4120,53.2131981,-6.176561299999999,Killegar
1401,4121,53.2202061,-6.181654999999998,Killegar
1402,4122,53.22339,-6.1817896,Johnstown
1403,4123,53.22886409999999,-6.1859315,Kingston
1404,4529,41.43464300000001,-81.759975,Brooklyn
1405,5034,53.33909839999999,-6.261233499999999,Dublin
1406,6074,53.3358941,-6.257556300000001,Saint Kevin's
1407,7176,53.273519,-6.229024700000001,Sandyford
1408,7571,53.38667299999999,-6.2579276,Glasnevin
1409,793,53.3404818,-6.2585706,Empower Studios
1410,884,53.31999700000001,-6.2442128,Ranelagh
1411,885,53.321259,-6.246292599999999,Ranelagh
1412,886,53.32259740000001,-6.248684600000001,Ranelagh
1413,887,53.32417770000001,-6.2524272,Ranelagh
1414,2255,53.3603004,-6.2395691,Dublin
1415,2256,53.35834889999999,-6.235650199999998,North Dock
1416,2257,53.35638240000001,-6.2382103,North Dock
1417,2258,53.35465379999999,-6.238011200000001,North Dock
1418,2259,53.3535381,-6.236720200000001,North Dock
1419,2260,53.3517785,-6.2350353,North Dock
1420,2261,53.3526385,-6.2324159,North Dock
1421,2262,53.35352289999999,-6.2265956,North Dock
1422,2264,53.3511356,-6.222608799999999,North Dock
1423,2265,N/A,N/A,N/A
1424,2269,53.3353676,-6.552952599999998,Oakleypark
1425,2270,53.34568849999999,-6.195547599999998,Dublin
1426,2717,53.3572433,-6.2374686,North Dock
1427,4380,53.3517433,-6.2552562,North City
1428,4469,53.354207,-6.230292899999999,North Dock
1429,518,53.3589042,-6.240990900000001,Dublin
1430,1443,53.3451016,-6.269586400000001,Temple Bar
1431,1647,53.35109139999999,-6.282802500000001,Stoneybatter
1432,1648,53.35109139999999,-6.282802500000001,Stoneybatter
1433,1649,53.35257000000001,-6.28438,Stoneybatter
1434,1660,53.3651424,-6.3092693,Ashtown
1435,1661,53.366444,-6.313096000000001,Ashtown
1436,1662,53.3675601,-6.3175406,Ashtown
1437,1664,53.3693973,-6.3238169,Ashtown
1438,1665,53.3706498,-6.327689799999999,Ashtown
1439,1666,53.3715801,-6.330473599999999,Ashtown
1440,1805,53.3611259,-6.2975027,Cabra West
1441,1806,53.36290700000001,-6.302642,Cabra West
1442,1807,53.3744051,-6.339251999999999,Ashtown
1443,1808,53.37924160000001,-6.354226700000001,Castleknock
1444,1813,53.3856797,-6.3741083,Blanchardstown
1445,1814,53.3875618,-6.3789979,Blanchardstown
1446,1844,53.38541439999999,-6.396093699999999,Dublin
1447,1852,53.38740629999999,-6.383438900000001,Blanchardstown
1448,1853,53.3846275,-6.3886404,Blanchardstown
1449,1854,53.38541439999999,-6.396093699999999,Dublin
1450,1869,53.39580789999999,-6.399961999999999,Coolmine
1451,1870,53.3980669,-6.399411500000001,Coolmine
1452,1871,53.3996492,-6.402282800000001,Blakestown
1453,1872,53.400775,-6.4060677,Blakestown
1454,1873,53.40170579999999,-6.4102476,Blakestown
1455,1874,53.4002383,-6.413482799999999,Blakestown
1456,1875,53.3982914,-6.4150949,Blakestown
1457,1876,53.3964217,-6.4167696,Blakestown
1458,1877,53.40108550000001,-6.179857799999999,Unit 14
1459,1878,53.3911604,-6.4155618,Hartstown
1460,1879,53.3911744,-6.4095794,Blakestown
1461,1887,53.3830207,-6.4104473,Kellystown
1462,1888,53.3832005,-6.4122165,Kellystown
1463,1889,53.3834214,-6.4170284,Kellystown
1464,1890,53.3835426,-6.421970199999999,Clonsilla
1465,1891,53.38726759999999,-6.429711800000001,Clonsilla
1466,1899,53.3875981,-6.4097565,Coolmine
1467,1911,53.3566345,-6.2882585,Dublin
1468,1913,53.3588063,-6.291792299999999,Cabra East
1469,1914,53.3602158,-6.294816,Cabra West
1470,2171,53.3979305,-6.4421412,Hansfield
1471,328,53.34635189999999,-6.2613438,Temple Bar
1472,4362,53.39310639999999,-6.398760299999998,Coolmine
1473,4464,53.3941627,-6.399253499999999,Coolmine
1474,4493,53.3905726,-6.400373999999999,Coolmine
1475,6172,53.3866942,-6.401972599999999,Coolmine
1476,7011,53.4015965,-6.4352521,Castaheany
1477,7020,53.3941636,-6.4311492,Castaheany
1478,7029,53.39566189999999,-6.4295754,Castaheany
1479,7038,53.398279,-6.431073,Castaheany
1480,7047,53.39311839999999,-6.442615099999998,Hansfield
1481,7156,53.38887659999999,-6.4305303,Clonsilla
1482,7160,53.3965776,-6.4425339,Hansfield
1483,7161,53.3920509,-6.438149500000001,Hansfield
1484,7162,53.39128119999999,-6.4334053,Barberstown
1485,7167,53.37586630000001,-6.3447826,Ashtown
1486,7240,53.383449,-6.423538899999999,Clonsilla
1487,7333,53.3329205,-6.247012799999999,Dublin
1488,7495,29.9893197,-94.21171799999999,7495 Smith Rd
1489,7576,33.5481,-84.341934,Georgia 30236
1490,7586,53.3419626,-6.2531261,Dublin
1491,7587,53.344642,-6.252136800000001,Dublin
1492,783,53.3353085,-6.246977600000001,Dublin
1493,784,53.3364567,-6.248657399999999,Dublin
1494,785,53.3371303,-6.251703000000001,Dublin
1495,786,53.3351467,-6.256174,Saint Kevin's
1496,2229,53.3586499,-6.448894299999999,Esker North
1497,2230,54.541874,-6.704899999999999,Coalisland
1498,2231,53.3600644,-6.439296499999999,St. Edmondsbury
1499,3891,53.3519419,-6.463164,Lucan
1500,4530,53.3403025,-6.255477900000001,Dublin
1501,7390,N/A,N/A,N/A
1502,2156,53.3254024,-6.4024026,Clondalkin
1503,2181,53.3238418,-6.339165800000001,Walkinstown
1504,2182,53.3239283,-6.335111700000001,Walkinstown
1505,2278,53.3541171,-6.230185800000001,North Dock
1506,2498,N/A,N/A,N/A
1507,2499,53.34813130000001,-6.2470271,Dublin Docklands
1508,2500,53.3477638,-6.2423352,Dublin Docklands
1509,2501,53.3473759,-6.2363587,Dublin Docklands
1510,2508,53.3528858,-6.2257862,North Dock
1511,2778,53.3239996,-6.331889500000001,Walkinstown
1512,407,53.34834739999999,-6.253855400000001,North Dock
1513,4606,53.33979309999999,-6.4261478,Balgaddy
1514,4762,53.3209017,-6.419442799999999,Deansrath
1515,4763,53.3212164,-6.416744299999999,Bawnoges
1516,6014,53.32744030000001,-6.397537300000001,Ballymanaggin
1517,6141,53.32360640000001,-6.349703500000001,Drimnagh
1518,6142,53.3237325,-6.3432435,Walkinstown
1519,6152,53.3284284,-6.3841684,Yellowmeadows
1520,6153,53.32843209999999,-6.374514599999999,Gallanstown
1521,6154,53.32643210000001,-6.360388599999999,Fox-And-Geese Common
1522,6155,53.3249852,-6.3551748,Bluebell
1523,6242,53.32829839999999,-6.393841899999999,Ballymanaggin
1524,6243,44.740672,-63.65479699999999,Bedford
1525,7015,53.3306867,-6.4314828,Kilmahuddrick
1526,7142,53.339873,-6.4288029,Balgaddy
1527,7622,53.346898,-6.262250300000001,North City
1528,7623,53.3469008,-6.2294293,Dublin Docklands
1529,3991,53.36559319999999,-6.4929061,Leixlip
1530,3998,53.36449100000001,-6.487355,St. Catherine's Park
1531,3999,53.36183680000001,-6.4834823,Lucan Demesne
1532,4000,53.3605397,-6.478314799999999,Lucan Demesne
1533,4404,53.36240979999999,-6.500380199999999,Leixlip
1534,4405,53.3642505,-6.496664300000001,Leixlip
1535,2007,53.3088746,-6.216081200000001,Priesthouse
1536,2008,53.3056004,-6.211115800000001,Trimblestown
1537,2011,53.291594,-6.2007805,Woodland
1538,2012,53.2899246,-6.199155600000001,Woodland
1539,2071,53.30304819999999,-6.209946999999998,Booterstown
1540,2072,53.30189490000001,-6.212756100000001,Mount Merrion
1541,2073,53.2997694,-6.212469800000001,Mount Merrion
1542,2074,53.2979971,-6.211163500000001,Mount Merrion
1543,2075,53.2960712,-6.210403899999999,Mount Merrion
1544,2076,53.2935116,-6.2105409,Stillorgan
1545,2087,53.3206095,-6.212829699999999,Dublin
1546,2088,53.3238019,-6.3304329,Walkinstown
1547,2089,53.31530199999999,-6.219745599999999,Dublin
1548,2804,53.305522,-6.2116177,Belfield
1549,3322,53.28807769999999,-6.201687199999998,Stillorgan
1550,3471,53.2621368,-6.211356599999999,Murphystown
1551,3472,53.25921580000001,-6.2119731,Kilgobbin
1552,3473,53.2541202,-6.2144188,Kilgobbin
1553,351,54.599384,-7.062701,Carrickmore
1554,352,53.34299069999999,-6.242467600000001,Dublin Docklands
1555,353,53.282623,-7.497439199999997,Puttaghan
1556,354,53.342236,-6.236435999999999,Dublin
1557,355,53.3418185,-6.233056800000001,Dublin
1558,356,53.34190299999999,-6.226717400000001,Dublin
1559,3563,53.28860950000001,-6.204623499999999,Stillorgan
1560,357,59.093365,9.715755999999999,Porsgrunn Municipality
1561,372,53.33548700000001,-6.219656,Dublin
1562,373,53.33427529999999,-6.2178893,Dublin
1563,374,53.33322839999999,-6.216401299999998,Dublin
1564,375,54.933743,-6.256025,Ballymena BT43 6QD
1565,376,53.58923300000001,-2.300118,Bury BL9 0UH
1566,377,54.494465,-6.753328,Dungannon BT71 6UQ
1567,378,52.3430932,-6.464114899999998,Redmond Square
1568,380,N/A,N/A,N/A
1569,390,51.5379873,-0.1225964,London N1 0AE
1570,444,53.2881109,-6.207535099999999,Stillorgan
1571,445,53.2857222,-6.208495800000001,Kilmacud
1572,460,53.2934381,-6.205653499999999,Stillorgan
1573,4779,53.2831853,-6.208944600000001,Kilmacud
1574,5015,53.2586171,-6.2206169,Kilgobbin
1575,5016,53.2614258,-6.2197058,Kilgobbin
1576,5142,N/A,N/A,N/A
1577,7053,53.32001649999999,-6.214527299999999,Dublin
1578,7057,53.28012380000001,-6.210226500000001,Mulchanstown
1579,7290,53.2602856,-6.2209974,Kilgobbin
1580,7326,N/A,N/A,N/A
1581,7417,53.2657381,-6.2105616,Murphystown
1582,7418,53.2691475,-6.2113488,Murphystown
1583,7567,53.2731496,-6.204329200000001,Sandyford
1584,763,N/A,N/A,N/A
1585,7662,N/A,N/A,N/A
1586,7669,30.31865299999999,-97.7065179,5801 N Interstate Hwy 35
1587,7412,53.3398919,-6.278416900000001,Saint Catherine's
1588,7413,36.11819,-95.88671,Tulsa
1589,2040,53.2948872,-6.1349027,Dún Laoghaire
1590,2041,53.29363710000001,-6.1393281,Dún Laoghaire
1591,2042,53.2936617,-6.1426432,Dún Laoghaire
1592,2043,53.2925228,-6.142654100000001,Dún Laoghaire
1593,2044,53.29087570000001,-6.143663200000001,Dún Laoghaire
1594,2045,53.2890715,-6.145036799999999,Monkstown
1595,2046,53.28586929999999,-6.145689899999999,Monkstown
1596,2047,53.28360679999999,-6.1473895,Monkstown
1597,2048,53.2840613,-6.150479699999999,Monkstown
1598,2049,53.28559449999999,-6.154253600000001,Monkstown
1599,2050,53.2868426,-6.1568672,Lansville
1600,2051,53.286449,-6.159898999999999,Lansville
1601,2053,53.2848199,-6.160260200000001,Lansville
1602,2054,53.2832634,-6.159208,Lansville
1603,2055,53.2814591,-6.1581213,Kill of the Grange
1604,3126,53.2653989,-6.1591068,Cabinteely
1605,3254,53.2635975,-6.148209300000001,Johnstown
1606,3255,53.2948872,-6.1349027,Dún Laoghaire
1607,3276,53.2948872,-6.1349027,Dún Laoghaire
1608,3277,53.248237,-6.181995,Dublin
1609,3278,53.2448811,-6.1868805,Dublin
1610,3279,53.2396615,-6.195558300000001,Glenamuck South
1611,3280,53.23777949999999,-6.1953482,Glenamuck South
1612,3282,53.2357458,-6.193441699999999,Glenamuck South
1613,3306,53.26335630000001,-6.1685512,Cabinteely
1614,3309,53.2948872,-6.1349027,Dún Laoghaire
1615,3478,53.23907789999999,-6.196148099999999,Glenamuck South
1616,4772,53.2948872,-6.1349027,Dún Laoghaire
1617,5127,53.2620732,-6.150324200000001,Kilbogget
1618,5128,53.2653989,-6.1591068,Cabinteely
1619,7372,53.2544397,-6.1722286,Brenanstown
1620,7635,53.2685918,-6.149921500000001,Johnstown
1621,7636,53.2948872,-6.1349027,Dún Laoghaire
1622,7651,53.27159510000001,-6.1518348,Johnstown
1623,1105,53.3071132,-6.334178199999999,Limekilnfarm
1624,1107,53.3044325,-6.3320918,Limekilnfarm
1625,1108,53.30451900000001,-6.3286373,Whitehall
1626,1109,53.3044519,-6.3257739,Whitehall
1627,1110,53.3047309,-6.3232421,Whitehall
1628,1112,53.3076587,-6.3186105,Dublin
1629,1113,53.3090231,-6.315300400000001,Dublin
1630,1114,53.3103437,-6.310806299999999,Dublin
1631,1115,53.3115984,-6.307379999999999,Dublin
1632,1117,53.31190999999999,-6.298331799999999,Terenure
1633,1118,53.3113391,-6.2949794,Terenure
1634,1119,53.31093569999999,-6.2924138,Terenure
1635,1120,53.31019809999999,-6.287986099999999,Terenure
1636,1164,53.31041159999999,-6.2815844,Rathfarnham
1637,1165,53.3117084,-6.276436200000001,Rathfarnham
1638,2437,53.312688,-6.302406599999999,Kimmage
1639,1410,53.33141690000001,-6.299778700000001,Drimnagh
1640,1411,53.332051,-6.303282,Drimnagh
1641,1412,53.3326817,-6.305914599999999,Drimnagh
1642,1413,53.3334414,-6.3087825,Drimnagh
1643,1414,53.3333476,-6.312314799999999,Drimnagh
1644,1415,53.33244320000001,-6.316374499999998,Drimnagh
1645,1417,53.3310322,-6.319568100000001,Drimnagh
1646,1418,53.3300298,-6.3230608,Drimnagh
1647,1419,53.32771770000001,-6.322911200000001,Drimnagh
1648,16,53.3663916,-6.305614200000001,Ashtown
1649,271,53.348595,-6.259485,North City
1650,4371,53.3659286,-6.292679499999998,Cabra West
1651,4525,53.3734481,-6.311390900000001,Ashtown
1652,4526,53.3721189,-6.3152759,Ashtown
1653,5149,53.3290866,-6.3237434,Drimnagh
1654,6094,53.3258302,-6.321634100000001,Drimnagh
1655,73,53.3673916,-6.300720699999999,Cabra West
1656,74,53.3672002,-6.2954988,Cabra West
1657,7438,53.3319362,-6.2977461,Drimnagh
1658,7455,53.33557450000001,-6.298877600000001,Saint James' (part of Phoenix Park)
1659,83,53.3602792,-6.265545099999999,Dublin
1660,832,53.36362949999999,-6.2940636,Cabra West
1661,833,53.3617761,-6.2933113,Cabra West
1662,84,53.3601626,-6.263701799999999,Dublin
1663,2068,53.2997747,-6.2056429,Merrion
1664,2069,53.2997747,-6.2056429,Merrion
1665,2070,53.3030931,-6.208184999999999,Booterstown
1666,461,53.2947675,-6.203502,Woodland
1667,7529,35.0447661,-79.0188009,Fayetteville
1668,3960,53.36694699999999,-6.497515999999999,Leixlip
1669,3961,53.3679016,-6.500695200000001,Leixlip
1670,3962,53.39128119999999,-6.4334053,Barberstown
1671,3963,53.3709862,-6.5130332,Easton
1672,3964,53.3729709,-6.521177499999999,Easton
1673,3965,53.3743461,-6.528344700000001,Collinstown
1674,3966,53.3819346,-6.586257799999998,Maynooth
1675,3968,53.37794299999999,-6.553935099999999,Donaghmore
1676,5113,53.3817159,-6.590264899999999,Maynooth
1677,5114,53.3724015,-6.589358999999999,Greenfield
1678,3569,51.845344,19.632111,92-701
1679,3571,53.5781446,-6.1253993,Townparks
1680,3677,53.4523489,-6.224919499999999,Miltonsfields
1681,3678,53.45532290000001,-6.222431299999999,Swords Glebe
1682,3711,53.46488819999999,-6.2171365,Castlefarm
1683,3712,53.46364899999999,-6.217218499999999,Townparks
1684,3713,53.468689,-6.213452299999999,Seatown West
1685,3714,N/A,N/A,N/A
1686,3715,53.48000279999999,-6.203725599999999,Lissenhall Little
1687,3755,N/A,N/A,N/A
1688,3756,53.52532519999999,-6.164416200000001,Lough Common
1689,3757,53.52532519999999,-6.164416200000001,Lough Common
1690,3758,53.52532519999999,-6.164416200000001,Lough Common
1691,3759,53.509908,-6.1801004,Balleally West
1692,3760,53.511152,-6.177981300000001,Balleally West
1693,3761,53.5153071,-6.172856799999999,Bridetree
1694,3762,53.5187041,-6.169890400000001,Racecourse Common
1695,3763,53.52366749999999,-6.1676704,Lough Common
1696,3764,53.52532519999999,-6.164416200000001,Lough Common
1697,3765,53.52423489999999,-6.1607228,Lough Common
1698,3766,53.52236509999999,-6.1531268,Effelstown
1699,3767,53.5220211,-6.148638800000001,Effelstown
1700,3768,53.5216492,-6.145782699999999,Effelstown
1701,3769,53.5205022,-6.138488000000001,Beau
1702,3770,53.52139690000001,-6.144587199999999,Effelstown
1703,3771,53.51869259999999,-6.1313887,Beau
1704,3772,53.518147,-6.1263907,Whitestown
1705,3773,53.5179069,-6.1236867,Whitestown
1706,3774,53.5189216,-6.116198400000001,Whitestown
